8254,8,いんにんじちょう,隠忍自重,がまんして、軽率な行動をつつしむこと。,名詞
8255,8,いんねんをつける,因縁を付ける,言いがかりをつける。,名詞
8256,8,インフィニティー,infinity,無限大。,名詞
8257,8,インフィールダー,infielder,野球で、内野手。,名詞
8258,8,インフュージョン,infusion,ハーブティー。,名詞
8259,8,インフレーション,inflation,物価が上がること。,名詞
8260,8,インビテーション,invitation,招待。,名詞
8261,8,イーグルハンドル,eagle handle,ワシの羽根の形をした、バイクのハンドル。,名詞
8262,8,イースターエッグ,Easter egg,復活祭の飾りにする、色を塗った卵。,名詞
8263,8,イースタンリーグ,Eastern League,日本プロ野球の、２軍のリーグの一つ。,名詞
8264,8,イーストコースト,East Coast,アメリカの東海岸。,名詞
8265,8,イージーオーダー,easy order,注文服と既製服の中間の仕立て方。,名詞
8266,8,イージーチェアー,easy chair,ひじかけがある、休息用のいす。,名詞
8267,8,イートンクロップ,Eton crop,短くてボーイッシュな、女性の髪形。,名詞
8268,8,イーブンナンバー,even number,偶数。,名詞
8269,9,いきあたりばったり,行き当たりばったり,成り行きにまかせるさま。,名詞
8270,9,いきうまのめをぬく,生き馬の目を抜く,人を出し抜いて利益を得ようとすること。,名詞
8271,9,イクラうにどんぶり,―海胆丼,イクラとウニをのせた、どんぶりめし。,特殊
8272,9,イクラさけどんぶり,―鮭丼,イクラとサケをのせた、どんぶりめし。,特殊
8273,9,いけやせきすいせい,池谷関彗星,２人の日本人が発見した、彗星の一つ。,名詞
8274,9,イグニッションキー,ignition key,エンジンをかけるキー。,名詞
8275,9,いしがめのじだんだ,石亀の地団駄,人のまねをしても、限度があるたとえ。,名詞
8276,9,いしづちさんみゃく,石鎚山脈,四国山地の一部である山脈。,名詞
8277,9,イスパニョーラとう,―島,西インド諸島の島。,特殊
8278,9,イソップものがたり,―物語,イソップの寓話集。動物が主人公。,特殊
8279,9,いたちのさいごっぺ,鼬の最後っ屁,追いつめられた時の非常手段。,名詞
8280,9,イタリアりょうりや,―料理屋,イタリア料理を食べさせる店。,特殊
8281,9,イタリアンクロース,Italian cloth,木綿と毛を使った生地の一種。,名詞
8282,9,イタリアンコーヒー,Italian coffee,エスプレッソのコーヒー。,名詞
8283,9,イタリヤりょうりや,―料理屋,イタリア料理を食べさせる店。,特殊
8284,9,イタリーりょうりや,―料理屋,イタリア料理を食べさせる店。,特殊
8285,9,いちじつせんしゅう,一日千秋,とても待ち遠しく思うこと。,名詞
8286,9,いちじほうていしき,一次方程式,一次式でできた方程式。,名詞
8287,9,いちじゅういっさい,一汁一菜,質素な食事。,名詞
8288,9,いちにちせんしゅう,一日千秋,とても待ち遠しく思うこと。,名詞
8289,9,いちばつひゃっかい,一罰百戒,一人を罰し、多くの人の戒めにすること。,名詞
8290,9,いちびょうそくさい,一病息災,持病が一つある方が、健康でいられる。,名詞
8291,9,いちまつにんぎょう,市松人形,子どもをかたどった、日本人形の一種。,名詞
8292,9,いちもくりょうぜん,一目瞭然,人目で、はっきりとわかるさま。,形容動詞
8293,9,いちりゅうまんばい,一粒万倍,わずかな元手で、大きな利益を生むこと。,名詞
8294,9,いちれんたくしょう,一蓮托生,行動などを、ともにすること。,名詞
8295,9,いつきのこもりうた,五木の子守唄,熊本県に伝わる子守唄。,名詞
8296,9,いっきょりょうとく,一挙両得,１つの行動で、２つの利益を得ること。,名詞
8297,9,いつくしまじんじゃ,厳島神社,広島県の厳島にある神社。,名詞
8298,9,いっけんらくちゃく,一件落着,ひとつの物事に、きりがつくこと。,名詞
8299,9,いっこくいちじょう,一国一城,一国に、城をひとつだけおくこと。,名詞
8300,9,いっさいしゅじょう,一切衆生,この世に生きる、すべてのもの。,名詞
8301,9,いっさんかにちっそ,一酸化ニ窒素,麻酔薬になる無色の気体。笑気。,名詞
8302,9,いっしゅくいつぱん,一宿一飯,一晩の宿と一度の食事を与えられること。,名詞
8303,9,いっしょうけんめい,一生懸命,全力で、ものごとをおこなうさま。,名詞
8304,9,いっしょうさんたん,一唱三嘆・一倡三歎,一度読んで、何度も感心をすること。,名詞
8305,9,いっしょくそくはつ,一触即発,今にも事件が起こりそうな、危険なさま。,名詞
8306,9,いっしょけんめいさ,一所懸命さ,一生懸命であること。,名詞
8307,9,いっすんさきはやみ,一寸先は闇,未来のことは、まったく予想できない。,名詞
8308,9,いっちょういっせき,一朝一夕,わずかな時間。,名詞
8309,9,いっちょういったん,一長一短,調書も短所もあること。,名詞
8310,9,いっとうりょうだん,一刀両断,思いきって、物事を処理すること。,名詞
8311,9,いっぱんきょうよう,一般教養,大学で、専門教育の基礎となる教育。,名詞
8312,9,いっぴつけいじょう,一筆啓上,男性の手紙の書き出しのことば。,名詞
8313,9,いっぴんいっしょう,一顰一笑,ちょっとした表情の変化。,名詞
8314,9,いっぽんあしだほう,一本足打法,野球で、片足立ちの姿勢をとる打法。,名詞
8315,9,いっぽんせおいなげ,一本背負い投げ,柔道の投げ技の一つ。,名詞
8316,9,いでんしじょうほう,遺伝子情報,＊＊＊,名詞
8317,9,いどうたいつうしん,移動体通信,携帯電話など、移動する端末との通信。,名詞
8318,9,いなばのしろうさぎ,因幡の白兎,白ウサギが登場する、日本神話の一つ。,名詞
8319,9,イブニングシューズ,evening shoes,夜会用のくつ。,名詞
8320,9,イメージスキャナー,image scanner,絵や写真を、パソコンに取り込む装置。,名詞
8321,9,イメージプリンター,image printer,画像のファイルを印刷するプリンター。,名詞
8322,9,イメージメイキング,image-making,イメージ作り。,名詞
8323,9,イメージメーキング,image-making,イメージ作り。,名詞
8324,9,イラストレーション,illustration,さし絵。図解。,名詞
8325,9,いりおもてやまねこ,西表山猫,ヤマネコの一種。特別天然記念物。,名詞
8326,9,イリュミネーション,illumination,電飾。イルミネーション。,名詞
8327,9,いろこいえいぎょう,色恋営業,気があるように思わせる、接客業の技術。,名詞
8328,9,いんかんしょうめい,印鑑証明,押印が実印と同じことを証明すること。,名詞
8329,9,インキュベーション,incubation,国などが、若い企業の援助をすること。,名詞
8330,9,インサイドポケット,inside pocket,服などの内側にあるポケット。,名詞
8331,9,インサートショット,insert shot,ＶＴＲの途中にはさむ、他の映像。,名詞
8332,9,インスタントカメラ,instant camera,撮影して、すぐに写真が出るカメラ。,名詞
8333,9,インスタントフード,instant food,ラーメンなどの、即席の食品。,名詞
8334,9,インスツルメンタル,instrumental,歌詞のない音楽。インストルメンタル。,名詞
8335,9,インスティチュート,institute,協会。専門学校。研究所。,名詞
8336,9,インスティテュート,institute,協会。専門学校。研究所。,名詞
8337,9,インステップキック,instep kick,サッカーで、足の甲の中心でけること。,名詞
8338,9,インストゥルメント,instrument,道具。計器。,名詞
8339,9,インストラクション,instruction,指令。命令。,名詞
8340,9,インストルメンタル,instrumental,歌詞のない音楽。,名詞
8341,9,インストールメント,installment,分割払い。,名詞
8342,9,インスピレーション,inspiration,霊感。ひらめき。,名詞
8343,9,インジャリータイム,injury time,球技で、選手の負傷による中断時間。,名詞
8344,9,インジュリータイム,injury time,球技で、選手の負傷による中断時間。,名詞
8345,9,インタエスティング,interesting,関心を持たせるさま。,名詞
8346,9,インターセプション,interception,妨害すること。,名詞
8347,9,インターゼミナール,inter Seminar,複数の学校で行う研究活動。,名詞
8348,9,インターナショナル,international,国際的な。,名詞
8349,9,インタービューアー,interviewer,インタビューをする人。,名詞
8350,9,インターレーシング,interlacing,１本おきの走査線で映像を表現すること。,名詞
8351,9,インテリアデザイン,interior design,室内を設計すること。,名詞
8352,9,インテリヤデザイン,interior design,室内を設計すること。,名詞
8353,9,イントロダクション,introduction,入門。序説。楽曲のはじめの部分。,名詞
8354,9,インディアナしゅう,―州,アメリカ中部の州。,特殊
8355,9,インディアナポリス,Indianapolis,自動車レースで有名なアメリカの都市。,名詞
8356,9,インディアペーパー,India paper,辞書などに用いる、うすい印刷用紙。,名詞
8357,9,インディアンクラブ,Indian club,体操に使う、こん棒。,名詞
8358,9,インディアンサマー,Indian summer,小春日和。,名詞
8359,9,インディアンソース,Indian sauce,カレー粉を使った、辛口のソース。,名詞
8360,9,インディアンルック,Indian look,インディアン風のファッション。,名詞
8361,9,インディファレンス,indifference,無関心。,名詞
8362,9,インディファレント,indifferent,無関心であるさま。,名詞
8363,9,インディペンダント,independant,独立系のプロダクション。,名詞
8364,9,インディペンデンス,independence,独立。,名詞
8365,9,インディペンデント,independent,独立していること。,名詞
8366,9,インディーごひゃく,Indy 500,伝統がある、米国の有名な自動車レース。,名詞
