4162,8,アクセルジャンプ,Axel jump,フィギュアスケートのジャンプの一種。,名詞
4163,8,アクセレレーター,accelerator,加速装置。アクセル。,名詞
4164,8,あくたがわしょう,芥川賞,芥川竜之介を記念とする文学賞。,名詞
4165,8,アクティビティー,activity,活動。活気。,名詞
4166,8,あくびょうどうさ,悪平等さ,悪平等であること。,名詞
4167,8,アクロバティック,acrobatic,曲芸的。,名詞
4168,8,あけおめことよろ,アケオメコトヨロ,あけましておめでとう、今年もよろしく。,名詞
4169,8,あけてもくれても,明けても暮れても,毎日毎日。,副詞
4170,8,アコースティック,acostic,楽器の本来の音を用いていること。,名詞
4171,8,アコーデオンドア,accordion door,アコーディオン状の、部屋の仕切り。,名詞
4172,8,あがきがとれない,足掻きが取れない,解決数手段がなく、どうにもならない。,名詞
4173,8,あげぜんすえぜん,上げ膳据え膳,何もせず、すべて人の世話になること。,名詞
4174,8,あごがくいちがう,顎が食い違う,あてが外れる。,名詞
4175,8,あごではえをおう,顎で蝿を追う,非常に体力がおとろえているさま。,名詞
4176,8,あごひげあざらし,顎鬚海豹,タマちゃんで有名な、アザラシの一種。,名詞
4177,8,あごふりさんねん,顎振り三年,尺八の練習には、長い年月がかかる。,名詞
4178,8,あさがけのだちん,朝駆けの駄賃,物事をたやすく成しとげられるたとえ。,名詞
4179,8,あさせにあだなみ,浅瀬に仇波,菅家が浅い者は、すぐ大騒ぎするたとえ。,名詞
4180,8,あしかががっこう,足利学校,昔、栃木県足利市に置かれた学問所。,名詞
4181,8,あしかがたかうじ,足利尊氏,室町幕府の初代将軍。,名詞
4182,8,あしかがよしあき,足利義昭,室町幕府の十五代将軍。,名詞
4183,8,あしかがよしかず,足利義量,室町幕府の五代将軍。,名詞
4184,8,あしかがよしかつ,足利義勝,室町幕府の七代将軍。,名詞
4185,8,あしかがよしずみ,足利義澄,室町幕府の十一代将軍。,名詞
4186,8,あしかがよしたね,足利義稙,室町幕府の十代将軍。,名詞
4187,8,あしかがよしてる,足利義輝,室町幕府の十三代将軍。,名詞
4188,8,あしかがよしのり,足利義教,室町幕府の六代将軍。,名詞
4189,8,あしかがよしはる,足利義晴,室町幕府の十二代将軍。,名詞
4190,8,あしかがよしひさ,足利義尚,室町幕府の九代将軍。,名詞
4191,8,あしかがよしひで,足利義栄,室町幕府の十四代将軍。,名詞
4192,8,あしかがよしまさ,足利義政,室町幕府の八代将軍。,名詞
4193,8,あしかがよしみつ,足利義満,室町幕府の三代将軍。,名詞
4194,8,あしかがよしもち,足利義持,室町幕府の四代将軍。,名詞
4195,8,あしがぼうになる,足が棒になる,歩き続けたりして、足がこわばる。,名詞
4196,8,あしながおじさん,足長おじさん,アメリカの作家、ウェブスターの小説。,名詞
4197,8,あしもとがかるい,足元が軽い,足どりが、軽やかである。,名詞
4198,8,あしょうさんえん,亜硝酸塩,亜硝酸の塩類。,名詞
4199,8,あしをあげてまつ,足を上げて待つ,機会がくるのを、待ちこがれる。,名詞
4200,8,あしをうばわれる,足を奪われる,交通機関が止まり、動けなくなる。,名詞
4201,8,あしをふみいれる,足を踏み入れる。,その方面に、関係を持つようになる。,名詞
4202,8,あしをぼうにする,足を棒にする,歩き続けたりして、足がこわばる。,名詞
4203,8,アシンメトリック,asymmetric,対称でないさま。アシメトリック。,名詞
4204,8,アスコルビンさん,―酸,ビタミンＣの科学名。,特殊
4205,8,アステカていこく,―定刻,１６世紀まで栄えた、メキシコの帝国。,特殊
4206,8,アステカぶんめい,―文明,１６世紀まで、メキシコで栄えた文明。,特殊
4207,8,アストリンゼント,astringent,汗をおさえる化粧水。,名詞
4208,8,アスパラギンさん,―酸,アミノ酸の一種。,特殊
4209,8,アスピリンスノー,aspirin snow,さらさらした粉雪。,名詞
4210,8,アスワンハイダム,Aswan High Dam,アスワンダムの上流に建設されたダム。,名詞
4211,8,アセトアルデヒド,acetaldehyde,酢酸などの原料となる、無色の液体。,名詞
4212,8,あせのけっしょう,汗の結晶,努力した結果、得たもの。,名詞
4213,8,アソシエーション,association,協会。連盟。,名詞
4214,8,アジアりょうりや,―料理屋,アジア料理を食べさせる店。,特殊
4215,8,アゼルバイジャン,Azerbaidzhan,アジア西部の共和国。,名詞
4216,8,アゾレスしょとう,―諸島,大西洋にある火山諸島。ポルトガル領。,特殊
4217,8,アタッシェケース,attache case,書類などを入れる、箱型の手さげかばん。,名詞
4218,8,アタッシュケース,attache case,書類などを入れる、箱型の手さげかばん。,名詞
4219,8,あたってくだけよ,当たって砕けよ,失敗を覚悟して、とにかく実行してみよ。,動詞
4220,8,あたってくだける,当たって砕けろ,失敗を覚悟して、とにかく実行してみる。,動詞
4221,8,あたってくだけろ,当たって砕けろ,失敗を覚悟して、とにかく実行してみよ。,動詞
4222,8,あたまをいためる,頭を痛める,新派雄琴があって、なやむ。,名詞
4223,8,あたまをおさえる,頭を抑える,他人を制し、行動できなくなる。,名詞
4224,8,あたまをかかえる,頭を抱える,いい考えが浮かばず、困りはてる。,名詞
4225,8,あたまをつっこむ,頭を突っ込む,その方面に、関係を持つようになる。,名詞
4226,8,あたまをなやます,頭を悩ます,いろいろと考えて、なやむ。,名詞
4227,8,あたまをまるめる,頭を丸める,髪の毛をそる。僧になる。,名詞
4228,8,あたまをもたげる,頭を擡げる,勢力をのばし、目立つようになる。,名詞
4229,8,あたらずさわらず,当たらず障らず,差しさわりがないように、ふるまうこと。,動詞
4230,8,あたりきしゃりき,あたりきしゃりき,当たり前。,動詞
4231,8,あたりきょうげん,当たり狂言,客の入りがいい芝居。,名詞
4232,8,あつあつカップル,熱熱―,とても愛し合っているカップル。,形容動詞
4233,8,あっけにとられる,呆気にとられる,以外な出来事におどろき、あきれる。,名詞
4234,8,あっこうぞうごん,悪口雑言,ひどい悪口を、いろいろと言われる。,名詞
4235,8,あっしゆくくうき,圧縮空気,圧力を加えて、圧縮した空気。,名詞
4236,8,あっしゆくソフト,圧縮―,データを圧縮するソフトウェア。,名詞
4237,8,あっしゆくツール,圧縮―,データを圧縮するツール。,名詞
4238,8,あつぞこサンダル,厚底―,底が厚いサンダル。,名詞
4239,8,あっちむいてほい,彼方向いてほい,指差した方向に向くと負けになる遊び。,名詞
4240,8,アッピアかいどう,―街道,古代ローマで、軍用に作られた街道。,特殊
4241,8,アップツーデート,up-to-date,現代的な。最新の。,名詞
4242,8,アップルジュース,apple juice,リンゴから作るジュース。,名詞
4243,8,あつやきせんべい,厚焼き煎餅,熱く焼いた、せんべい。,名詞
4244,8,あてつけがましい,当て付けがましい,いかにも、あてつけているようである。,形容詞
4245,8,あてつけがましさ,当て付けがましさ,あてつけがましいこと。,形容詞
4246,8,あとからあとから,後から後から,間をおかず、次々と起こるさま。,名詞
4247,8,あとひきじょうご,後引き上戸,飲んでも飲んでも、酒を欲しがる人。,名詞
4248,8,あとばらがやめる,後腹が病める,終わったあとも、問題が残って苦しむ。,名詞
4249,8,あとぼうをかつぐ,後棒を担ぐ,悪事をはたらく者などの、手先となる。,名詞
4250,8,アトランティック,Atlantic,大西洋の。,名詞
4251,8,アダプテーション,adaptation,脚色。適応。,名詞
4252,8,アダムスキーがた,―型,一般的なＵＦＯの種類の一つ。,特殊
4253,8,アドオンほうしき,―方式,毎回の利息が一定な、利息の計算方法。,特殊
4254,8,アナログかいせん,―回線,アナログ信号でデータを送る回線。,特殊
4255,8,アナログしんごう,―信号,アナログ形式の信号。,特殊
4256,8,アニマルセラピー,animal therapy,動物と触れ合うことによる療法。,名詞
4257,8,アニマルテラピー,animal Therapie,動物と触れ合うことによる療法。,名詞
4258,8,アニマルプリント,animal print,動物の毛皮に似せた、洋服のプリント。,名詞
4259,8,あねったいきこう,亜熱帯気候,亜熱帯特有の、温暖な気候。,名詞
4260,8,アフガンハウンド,Afghan hound,イヌの品種。アフガニスタン原産。,名詞
4261,8,アフターサービス,after service,販売後に行う、修理などのサービス。,名詞
4262,8,アフターシューズ,after shoes,スキー場のホテルなどではく靴。,名詞
4263,8,アフタースクール,after school,放課後,名詞
4264,8,アフターファイブ,after five,仕事の後の、プライベートな時間。,名詞
4265,8,アフターファイブ,after five dress,夜会などに着るドレスの総称。,名詞
4266,8,アフターフォロー,after follow,商品を買った後の、修理などの保証。,名詞
4267,8,アフターバーナー,afterburner,ジェットエンジンの推力を増加する装置。,名詞
4268,8,アフリカーンスご,―語,南アフリカの公用語。,特殊
4269,8,アフリカたいりく,―大陸,ヨーロッパの南にある大陸。,特殊
4270,8,あばしりしちょう,網走支庁,北海道の支庁の一つ。,名詞
4271,8,アベックホーマー,avec homer,２人の選手が、ともに本塁打を打つこと。,名詞
4272,8,アパレルメーカー,apparel maker,衣服を製造する業者。,名詞
4273,8,アピールポイント,appeal point,客に対して特に知らせたい、商品の長所。,名詞
4274,8,アプリケーション,application,パソコンで特定の仕事をするプログラム。,名詞
4275,8,アポイントメント,appointment,人と会う約束。,名詞
4276,8,アポストロフィー,apostrophe,「’」の記号。所有格などを表す。,名詞
4277,8,あまいしるをすう,甘い汁を吸う,人を利用して、苦労せずに利益を得る。,形容詞
4278,8,あまからせんべい,甘辛煎餅,砂糖入りの醤油で味付けしたせんべい。,名詞
4279,8,あまくさしょとう,天草諸島,熊本県の南西部の島々。,名詞
4280,8,あまくだりじんじ,天下り人事,退職した官僚が、企業の幹部に就くこと。,名詞
4281,8,あまがさばんぐみ,雨傘番組,野球中継が雨天中止の際に放送する番組。,名詞
4282,8,あますところなく,余す所無く,すべて。のこらず。,副詞
4283,8,アマチュアずもう,―相撲,アマチュアによる相撲。,特殊
4284,8,アマチュアむせん,―無線,趣味として行う、無線の通信。,特殊
4285,8,アマチュアリズム,amateurism,利益を求めずにスポーツを楽しむ考え方。,名詞
4286,8,あみあげサンダル,編み上げ―,ひもで編んでいくようにはくサンダル。,名詞
4287,8,あみがさいっかい,編み笠一蓋,身軽であること。財産がないこと。,名詞
4288,8,あみのめをくぐる,網の目を潜る,法律などに引っかからないようにする。,名詞
4289,8,あみめにしきへび,網目錦蛇,ヘビの一種。網目の模様をもつ。無毒。,名詞
4290,8,アミューズメント,amusement,娯楽。遊び。,名詞
4291,8,アメニティービル,amenity building,すぐれた快適性を持つビル。,名詞
4292,8,あめやよこちょう,アメヤ横丁,上野から御徒町まで続く、有名な商店街。,名詞
4293,8,アメリカざりがに,アメリカざりがに,ザリガニの一種。大きなはさみをもつ。,名詞
4294,8,アメリカズカップ,America's Cup,世界的に有名なヨットレース。,名詞
4295,8,アメリカたいりく,―大陸,北米大陸と南米大陸をあわせた名称。,特殊
4296,8,アメリカなでしこ,―撫子,ナデシコ科の多年草。ヨーロッパ原産。,特殊
4297,8,アメリカバイソン,American bison,北アメリカの野生のウシ。バッファロー。,名詞
4298,8,アメリカやぎゆう,―野牛,北アメリカの野生のウシ。バッファロー。,特殊
4299,8,アメリカライオン,Amrican lion,ピューマの別名。,名詞
4300,8,アメリカりようり,―料理,アメリカで生まれた料理。,特殊
4301,8,アメリカンリーグ,American League,アメリカのプロ野球のリーグの一つ。,名詞
4302,8,あらぎもをひしぐ,荒肝を拉ぐ,相手をひどく驚かせる。,名詞
4303,8,アラスカはんとう,―半島,アメリカ・アラスカ州の南西部の半島。,特殊
4304,8,アラビアコーヒー,Arabian coffee,アラビア産のコーヒー。,名詞
4305,8,アラビアはんとう,―半島,西アジアにある、世界最大の半島。,特殊
4306,8,アラビアンナイト,Arabian Nights,千夜一夜物語。,名詞
4307,8,アラビヤコーヒー,Arabian coffee,アラビア産のコーヒー。,名詞
4308,8,アラビヤはんとう,―半島,西アジアの半島。アラビア半島。,特殊
4309,8,アラビヤンナイト,Arabian Nights,千夜一夜物語。アラビアンナイト。,名詞
4310,8,アリアドネのいと,―の糸,難問を解決する方法のたとえ。,特殊
4311,8,ありがためいわく,有り難迷惑,親切が、かえって迷惑になること。,名詞
4312,8,ありときりぎりす,蟻と螽斯,イソップ童話の一つ。アリががんばる。,名詞
4313,8,ありゅうさんえん,亜硫酸塩,亜硫酸イオンの化合物である塩。,名詞
4314,8,ありゅうさんガス,―ガス,二酸化硫黄の気体。,特殊
4315,8,アルカトラズとう,―島,有名な連邦刑務所があったアメリカの島,特殊
4316,8,アルカリきんぞく,―金属,リチウムなど、周期表１属の金属。,特殊
4317,8,あることないこと,有る事無い事,本当のことと、うそのこと。,動詞
4318,8,アルコールランプ,alcohol lamp,熱するのに使う、アルコール入りの器具。,名詞
4319,8,アルジェリアじん,―人,アルジェリアの国籍を持つ人。,特殊
4320,8,アルジェリヤじん,―人,アルジェリアの国籍を持つ人。,特殊
4321,8,アルゼンチンじん,―人,アルゼンチンの国籍を持つ人。,特殊
4322,8,アルトサキソホン,alto saxophpne,アルトの音域をもつ、サックスの一種。,名詞
4323,8,アルトサクソホン,alto saxophpne,アルトの音域をもつ、サックスの一種。,名詞
4324,8,アルファでんぷん,α澱粉,加熱して熱した、消化しやすいでんぷん。,特殊
4325,8,アルファーかまい,α化米,でんぷんを消化しやすくした加工米。,特殊
4326,8,アルバイトさがし,―探し,アルバイトを探すこと。,特殊
4327,8,アルバイトざつし,―雑誌,アルバイトの情報がのった雑誌。,特殊
4328,8,アルバイトりよう,―料,アルバイトで得られる給料。,特殊
4329,8,アルバータしゆう,―州,カナダ南西部の州。,特殊
4330,8,アルプススタンド,Alps stand,甲子園の、内野と外野の間の観覧席。,名詞
4331,8,アルペンきようぎ,―競技,滑降・回転などの種目があるスキー競技。,特殊
4332,8,アルペンしゆもく,―種目,スキー種目で、滑降・回転・大回転など。,特殊
4333,8,アレキサンドリア,Alexandria,エジプト北部の商工業都市。,名詞
4334,8,アレキサンドリヤ,Alexandria,エジプト北部の都市。アレキサンドリア。,名詞
4335,8,アレクサンドリア,Alexandria,エジプト北部の商工業都市。,名詞
4336,8,アレクサンドリヤ,Alexandria,エジプト北部の都市。アレキサンドリア。,名詞
4337,8,アレクサンドロス,Alexandros,マケドニアの王。ヘレニズム文化を築く。,名詞
4338,8,アロマキャンドル,aroma candle,香りが染み込んだ、ろうそく。,名詞
4339,8,アロマトセラピー,aromatotherapy,香りを、健康や美容に役立てること。,名詞
4340,8,アンインストーラ,uninstaller,アンインストールを行うソフトウェア。,名詞
4341,8,アンインストール,ininstall,インストールしたソフトを削除すること。,名詞
4342,8,アンクルソックス,ankle socks,足首までの長さのソックス。,名詞
4343,8,アンクルホールド,ankle hold,相手の両足首をつかむ、レスリングの技。,名詞
4344,8,あんこくせいうん,暗黒星雲,光をさえぎる、ガスなどの集まった天体。,名詞
4345,8,あんこくたいりく,暗黒大陸,未知であった時代の、アフリカ大陸。,名詞
4346,8,アンコールアワー,encore hour,人気番組などを再放送する時間帯。,名詞
4347,8,アンコールワット,Angkir Wat,カンボジアにある寺院遺跡。,名詞
4348,8,アングラレコード,アングラレコード,自主制作のレコード。,名詞
4349,8,アングロアメリカ,Anglo-America,北米のうち、アメリカとカナダの地域。,名詞
4350,8,アングロサクソン,Amglo-Saxon,イギリス人の大多数を占める民族。,名詞
4351,8,アンサーチェック,answer check,答えをチェックすること。,名詞
4352,8,あんしんりつめい,安心立命,心を安らかにして、動揺をしないこと。,名詞
4353,8,あんそくこうさん,安息香酸,芳香族のカルボン酸。防腐剤などに利用。,名詞
4354,8,あんじんりつめい,安心立命,心を安らかにして、動揺をしないこと。,名詞
4355,8,あんぜんうんてん,安全運転,安全を第一に心掛けた、車の運転。,名詞
4356,8,あんぜんかみそり,安全剃刀,皮ふを傷つけない工夫をした、かみそり。,名詞
4357,8,あんぜんほしょう,安全保障,外部の攻撃などから、外部を守ること。,名詞
4358,8,あんたがたどこさ,あんたがたどこさ,わらべ歌の一つ。タヌウキが登場する。,名詞
4359,8,アンタッチャブル,untouchable,手をつけられないさま。,名詞
4360,8,アンチエイジング,anti-aging,美容などで、老化を防ぐこと。,名詞
4361,8,アンチエージング,anti-aging,美容などで、老化を防ぐこと。,名詞
4362,8,あんちゅうひやく,暗中飛躍,こっそりと、策略をめぐらすこと。,名詞
4363,8,あんちゅうもさく,暗中模索,手がかりがない状態で、さがすこと。,名詞
4364,8,アンテナショップ,antenna shop,市場の動向を知るための小売店。,名詞
4365,8,アントウェルペン,Antwerpen,ベルギー北部の都市。アントワープ。,名詞
4366,8,あんだせいぞうき,安打製造機,野球で、安定して安打を打つ選手。,名詞
4367,8,アンダンティーノ,andantino,音楽でアンダンテより少し速く。,名詞
4368,8,アンダーグランド,underground,前衛芸術。アンダーグラウンド。,名詞
4369,8,アンダーグリップ,under grip,重量挙げで、バーベルを逆手で握ること。,名詞
4370,8,アンダースカート,underskirt,重ね着したスカートの、下のほう。,名詞
4371,8,アンダースタンド,understand,了解。理解。,名詞
4372,8,アンダーテーブル,under table,わいろ。,名詞
4373,8,アンダーブラウス,under blouse,スカートの中にすそを入れるブラウス。,名詞
4374,8,アンデスぶんめい,―文明,１６世紀まで、南米で栄えた文明。,特殊
4375,8,あんどうひろしげ,安藤広重,江戸時代の浮世絵師。『東海道五十三次』。,名詞
4376,8,アンドゥートロワ,un,deux,名詞
4377,8,アンドララベリヤ,Andorra la Vella,アンドラの首都。,名詞
4378,8,アンナカレーニナ,Anna Karenina,トルストイの代表作である長編小説。,名詞
4379,8,あんねいちつじょ,安寧秩序,社会が安らかで秩序が保たれていること。,名詞
4380,8,アンビリーバブル,unbelievable,信じられない。,名詞
4381,8,アンビリーバボー,unbelievable,信じられない。,名詞
4382,8,アンブレラカット,umbrella cut,雨傘のふちに似た、服の背中の切りこみ。,名詞
4383,8,アンプリファイア,amplifier,増幅器。電流などを強める装置。,名詞
4384,8,アンプリファイヤ,amplifier,増幅器。電流などを強める装置。,名詞
4385,8,アンペアメーター,amperemeter,電流を測定する計器。,名詞
4386,8,あんぽじょうやく,安保条約,日米安全保障条約。,名詞
4387,8,あんよはじようず,あんよは上手,幼児に歩く練習をさせるときのことば。,名詞
4388,8,アンリーズナブル,unreasonable,非常識であるさま。,名詞
4389,8,アーキテクチャー,architecture,建築。建築学。,名詞
4390,8,アーケードゲーム,arcade game,ゲームセンターにある、業務用のゲーム。,名詞
4391,8,アーティチョーク,artichoke,キク科の多年草。食用。朝鮮アザミ。,名詞
4392,8,アートデザイナー,art designer,芸術性を重視する、実用品のデザイナー。,名詞
4393,8,アームウォーマー,arm warmers,手首を温める、筒状の編み物。,名詞
4394,8,アームストロング,Armstrong,人類で初めて月面に立った宇宙飛行士。,名詞
4395,8,アームストロング,Armstrong,米国のトランペット奏者。愛称サッチモ。,名詞
4396,8,アームレスリング,arm wrestling,うでずもう。,名詞
4397,8,アーリータックル,early tackle,ラグビーで、早めにタックルをする反則。,名詞
4398,9,アイアンマンレース,iron man race,鉄人レース。トライアスロン。,名詞
4399,9,アイエスディーエヌ,ISDN,総合デジタル通信サービス網。,名詞
4400,9,あいしょうしんだん,相性診断,テストなどで、２人の相性を調べること。,名詞
4401,9,アイスキャンディー,ice candy,棒状の氷菓子。,名詞
4402,9,アイスクリームてん,―店,アイスクリームを売る店。,特殊
4403,9,アイスクリームバー,ice-cream bar,棒状の氷菓子。,名詞
4404,9,アイデンティティー,identity,自分が自分であることの証明。,名詞
4405,9,アイデンティファイ,identify,同じものであると確認すること。,名詞
4406,9,アイドルコラージュ,idole collage,ツールで加工したアイドルの画像。,名詞
4407,9,アイブロウペンシル,eyebrow pencil,まゆをかく、鉛筆のような道具。,名詞
4408,9,アイブローペンシル,eyebrow pencil,まゆをかく、鉛筆のような道具。,名詞
4409,9,アインスタイニウム,einsteinium,元素記号Ｅｓ、原子番号９９の元素。,名詞
4410,9,アウターブラジャー,outer brassiere,上着として着用するブラジャー。,名詞
4411,9,アウトオブシーズン,out of season,季節はずれ。,名詞
4412,9,アウトオブバウンズ,out-of-bounds,ゴルフのプレー禁止区域。ＯＢ。,名詞
4413,9,アウトサイドエッジ,outside edge,スキーなどで、足の小指側のエッジ。,名詞
4414,9,アウトサイドキック,outside kick,サッカーで、足の外側でけること。,名詞
4415,9,アウトドアスポーツ,outdoor sports,屋外でおこなうスポーツ。,名詞
4416,9,アウトドアーウェア,outdoor wear,屋外の活動に適した衣服。,名詞
4417,9,アウトドアーコート,outdoor court,屋外の競技場。,名詞
4418,9,アウトドアーゲーム,outdoor game,屋外競技。,名詞
4419,9,アウトドアーライフ,outdor life,自然を楽しむ生活。,名詞
4420,9,アウトドアールック,outdoor look,屋外の活動に適した衣服。,名詞
4421,9,アウトフィールダー,outfielder,野球で、外野手。,名詞
4422,9,アウトレットストア,outlet store,余った在庫品を特価で売る販売店。,名詞
4423,9,あおりんごジュース,青林檎―,青リンゴから作るジュース。,名詞
4424,9,あかいしさんみゃく,赤石山脈,山梨･長野・静岡にまたがる山脈。,名詞
4425,9,あかごのてをねじる,赤子の手を捩じる,かんたんにできることのたとえ。,名詞
4426,9,あかごのてをひねる,赤子の手を捻る,かんたんにできることのたとえ。,名詞
4427,9,アキレスけんがため,―腱固め,＊＊＊,特殊
4428,9,アクセスカウンター,access counter,ウェブページのアクセス件数の表示。,名詞
4429,9,あくせんみにつかず,悪銭身につかず,不当な手段で得たお金は、すぐ無くなる。,名詞
4430,9,あけのみょうじょう,明けの明星,明け方、東の空に見える金星。,名詞
4431,9,アコーディオンドア,accordion door,アコーディオン状の、部屋の仕切り。,名詞
4432,9,アコーデオンドアー,accordion door,アコーディオン状の、部屋の仕切り。,名詞
4433,9,あさのたくみのかみ,浅野内匠頭,忠臣蔵の話で知られる、赤穂藩の藩主。,名詞
4434,9,あさのなかのよもぎ,麻の中の蓬,善人と付き合えば、自然と善人になる。,名詞
4435,9,あさひかわワーメン,旭川―,しょう油味の、旭川のご当地ラーメン。,名詞
4436,9,あしかがよしあきら,足利義詮,室町幕府二代将軍。,名詞
4437,9,アスレチッククラブ,athletic club,健康や美容のための、会員制のクラブ。,名詞
4438,9,アジアりょうりてん,―料理店,アジア料理を食べさせる店。,特殊
4439,9,あじきりぼうちょう,鰺切り包丁,小魚を切る、小さい出刃包丁。,名詞
4440,9,あっかんしょうせつ,悪漢小説,小説の様式の一つ。ピカレスク小説。,名詞
4441,9,アップサイドダウン,upside-down,上下が、さかさまであるさま。,名詞
4442,9,アップライトピアノ,upright piano,垂直に弦を張ったピアノ。,名詞
4443,9,あつりょくだんたい,圧力団体,政治的な圧力を加える団体。,名詞
4444,9,あねがわのたたかい,姉川の戦い,１５７０年、姉川の流域で起こった戦い。,名詞
4445,9,あねさんにょうぼう,姉さん女房,夫よりも年上の妻。,名詞
4446,9,アフガニスタンじん,―人,アフガニスタンの国籍を持つ人。,特殊
4447,9,アフタースキーヤー,after skier,アフタースキーを楽しむ人。,名詞
4448,9,アフターマーケット,aftermarket,商品の修理などのサービスに関する市場。,名詞
4449,9,アフタヌーンコート,afternoon coat,アフタヌーンドレスの上から着るコート。,名詞
4450,9,アフタヌーンショー,afternoon show,昼過ぎに放送される、生の情報番組。,名詞
4451,9,アフタヌーンスーツ,afternoon suit,午後の訪問などできるスーツ。,名詞
4452,9,アフタヌーンティー,afternoon tea,午後に飲む、お茶。,名詞
4453,9,アフタヌーンドレス,afternoon dress,午後のパーティーなどできる婦人服。,名詞
4454,9,アブソリュートゼロ,absolute zero,絶対零度。,名詞
4455,9,アベックホームラン,avec home run,２人の選手が、ともに本塁打を打つこと。,名詞
4456,9,アベックゆうしょう,―優勝,男子も女子も、ともに優勝すること。,特殊
4457,9,アベレージヒッター,average hitter,野球で、打率が高い打者。,名詞
4458,9,アパレルさんぎょう,―産業,衣服に関連する産業。,特殊
4459,9,アプトしきてつどう,―式鉄道,急な坂に強い、歯車式の鉄道。,特殊
4460,9,アプローチショット,approach shot,ゴルフで、ホール近くに寄せる打ち方。,名詞
4461,9,アマチュアせいしん,―精神,利益を求めずにスポーツを楽しむ考え方。,特殊
4462,9,あまよのしなさだめ,雨夜の品定め,男性が、女性の話で盛り上がること。,名詞
4463,9,アメシストこんしき,―婚式,結婚式１７周年の祝い。,特殊
4464,9,アメジストこんしき,―婚式,結婚式１７周年の祝い。,特殊
4465,9,アメリカしろひとり,―白火取・―白灯蛾,昆虫のガの一種。北アメリカ原産。,特殊
4466,9,アメリカりようりや,―料理屋,アメリカ料理を食べさせる店。,特殊
4467,9,アメリカンコーヒー,American coffee,豆を浅くいった、うすいコーヒー。,名詞
4468,9,アメリカンスリーブ,American sleeve,洋服の上着の、そでがないもの。,名詞
4469,9,アメリカンジョーク,American joke,アメリカ人の感覚にあったジョーク。,名詞
4470,9,アメリカンドリーム,American dream,自由や平等など、米国が掲げる理想。,名詞
4471,9,あやつりにんぎょう,操り人形,手や糸などを使って動かす人形。,名詞
4472,9,アラスカさんみゃく,―山脈,アメリカ･アラスカ州にある山脈。,特殊
4473,9,ありわらのなりひら,在原業平,平安時代の歌人。六歌仙の一人。,名詞
4474,9,アルカリイオンすい,―水,ミネラルを多く含む、健康にいい水。,特殊
4475,9,アルゼンチンタンゴ,Argentine tango,アルゼンチン発祥の、本来のタンゴ。,名詞
4476,9,アルタイさんみゃく,―山脈,モンゴルからカザフスタンへ連なる山脈。,特殊
4477,9,アルタミラどうくつ,―洞窟,スペインにある、旧石器時代の遺跡。,特殊
4478,9,アルトクラリネット,alto clarinet,低い音を出す、クラリネットの一種。,名詞
4479,9,アルトサキソフォン,alto saxophpne,アルトの音域をもつ、サックスの一種。,名詞
4480,9,アルトサキソホーン,alto saxophpne,アルトの音域をもつ、サックスの一種。,名詞
4481,9,アルトサクソフォン,alto saxophpne,アルトの音域をもつ、サックスの一種。,名詞
4482,9,アルトサクソホーン,alto saxophpne,アルトの音域をもつ、サックスの一種。,名詞
4483,9,アルファケンタウリ,Alpha Centauri,ケンタウルス座の星。２番目に近い恒星。,名詞
4484,9,アルファーでんぷん,α澱粉,加熱して熱した、消化しやすいでんぷん。,特殊
4485,9,アルバムシーディー,album CD,複数の曲が収録されているＣＤ。,名詞
4486,9,アルプスさんみゃく,―山脈,南ヨーロッパの山脈。,特殊
4487,9,アレキサンドライト,alexandrite,宝石の一種。日光の下では緑色。,名詞
4488,9,アレクサンドライト,alexandrite,宝石の一種。日光の下では緑色。,名詞
4489,9,あわびのかたおもい,鰒の片思い,一方的に思うだけの恋のたとえ。,名詞
4490,9,アンインストーラー,uninstaller,アンインストールを行うソフトウェア。,名詞
4491,9,あんかけスパゲティ,餡掛け―,名古屋名物の、太いめんのスパゲティ。,名詞
4492,9,アンクルウォーマー,ankle warmer,足首を暖める、きゃはんに似た衣類。,名詞
4493,9,アンクルサポーター,ankle supporter,足首につけるサポーター。,名詞
4494,9,アンギュレーション,angulation,スキーで、くの字の姿勢。,名詞
4495,9,アングラしょうせつ,―小説,前衛的な内容の小説。,特殊
4496,9,アングレーズソース,anglaise sauce,カスタードソース。,名詞
4497,9,アンシャンレジーム,ancien regime,フランス革命前の、古い政治体制。,名詞
4498,9,あんしょうばんごう,暗証番号,本人であることを証明する番号。,名詞
4499,9,アンジュレーション,undulation,ゴルフコースの地面の起伏。,名詞
4500,9,あんじんりゅうめい,安心立命,心を安らかにして、動揺をしないこと。,名詞
4501,9,あんぜんヘルメット,安全―,作業中などに、頭を保護するヘルメット。,名詞
4502,9,アンサーチェッカー,answer checker,各人の応答を押しボタンで調べる機械。,名詞
4503,9,アンツーカーコート,en-tout-cas court,テニスのクレーコートの一種。,名詞
4504,9,アンダマンしょとう,―諸島,ベンガル湾にある諸島。インド領。,特殊
4505,9,アンダーウォーター,underwater,水球で、水中にボールを沈める反則。	,名詞
4506,9,アンダーグラウンド,underground,前衛芸術。アングラ。,名詞
4507,9,アンダーハンドパス,underhand pass,バレーで、下から球を打ち上げるパス。,名詞
4508,9,アンデスさんみゃく,―山脈,南アメリカ大陸にある山脈。,特殊
4509,9,アンデルセンどうわ,―童話,童話作家アンデルセンが創作した童話。,特殊
